50/50 H2O/SiO2 EOS table for planetary interior model (WITH phase equilibrium), 51 temps, 147 densities
***UvA version, Allona Vazan***  June 2018 ***
units:    1 keV = 1.1605e+7 Kelvin; 1 jrk = 1.e+16 erg
          1 jrk/cc = 1.e+4 Mbar

 lgT(Kev)  lgro          log P(jrk/cc)              u(jrk/g)                 s(jrk/g-keV)
-1.70     1.50    -1.357508991973889E+00     1.375653396063012E-03     6.895129454382336E-02
-1.70     1.60    -1.172420874374287E+00     1.652328072440734E-03     6.422822897158395E-02
-1.70     1.70    -9.851711049385938E-01     2.015581835825557E-03     5.985910898390573E-02
-1.70     1.80    -7.968050888348328E-01     2.484517921789790E-03     5.584463409871910E-02
-1.70     1.90    -6.082259359301220E-01     3.081083330907653E-03     5.214758404347510E-02
-1.70     2.00    -4.200432316535956E-01     3.831395210156714E-03     4.873053621523305E-02
-1.60   -12.60    -1.548193228606489E+01     7.938959593250805E-03     1.654404033644757E+00
-1.60   -12.50    -1.540972117668765E+01     7.916987934626555E-03     1.644917579230753E+00
-1.60   -12.40    -1.531011939114388E+01     7.883348388709906E-03     1.632211403831275E+00
-1.60   -12.30    -1.521052699997167E+01     7.849315987134358E-03     1.619495412288527E+00
-1.60   -12.20    -1.511093552349207E+01     7.815249913139494E-03     1.606798690388063E+00
-1.60   -12.10    -1.501135524094554E+01     7.780793146788397E-03     1.594087309585534E+00
-1.60   -12.00    -1.491177842036739E+01     7.746166800127068E-03     1.581387139165523E+00
-1.60   -11.90    -1.481221036632961E+01     7.711303797117359E-03     1.568682492616662E+00
-1.60   -11.80    -1.471264758417873E+01     7.676210454344778E-03     1.555983542196092E+00
-1.60   -11.70    -1.461309318845963E+01     7.640854692209003E-03     1.543282209863191E+00
-1.60   -11.60    -1.451354489472273E+01     7.605275202107269E-03     1.530585288092401E+00
-1.60   -11.50    -1.441400481269110E+01     7.569434006490478E-03     1.517887728826255E+00
-1.60   -11.40    -1.431447168566235E+01     7.533378604944492E-03     1.505194074734917E+00
-1.60   -11.30    -1.421494667733053E+01     7.497036425142824E-03     1.492500381436146E+00
-1.60   -11.20    -1.411542955613737E+01     7.460456363078395E-03     1.479808890916408E+00
-1.60   -11.10    -1.401592024937601E+01     7.423642968847379E-03     1.467120291551443E+00
-1.60   -11.00    -1.391641950947015E+01     7.386562771445863E-03     1.454433156974454E+00
-1.60   -10.90    -1.381692737856404E+01     7.349215211139107E-03     1.441747868301681E+00
-1.60   -10.80    -1.371744386983202E+01     7.311610027987940E-03     1.429065011746748E+00
-1.60   -10.70    -1.361796932969497E+01     7.273739670560045E-03     1.416384544149692E+00
-1.60   -10.60    -1.351850389946750E+01     7.235608047064499E-03     1.403706768592315E+00
-1.60   -10.50    -1.341904811192722E+01     7.197202591966332E-03     1.391031221821279E+00
-1.60   -10.40    -1.331960202366838E+01     7.158522183910482E-03     1.378357887309404E+00
-1.60   -10.30    -1.322016594033409E+01     7.119561122681679E-03     1.365687226814519E+00
-1.60   -10.20    -1.312074015715663E+01     7.080320319046466E-03     1.353019493017814E+00
-1.60   -10.10    -1.302132480374813E+01     7.040800342377020E-03     1.340354666385591E+00
-1.60   -10.00    -1.292192028608248E+01     7.000997333655237E-03     1.327693198724881E+00
-1.60    -9.90    -1.282252704415728E+01     6.960904836378911E-03     1.315034711704054E+00
-1.60    -9.80    -1.272314521465021E+01     6.920522202148442E-03     1.302379461844230E+00
-1.60    -9.70    -1.262377523556921E+01     6.879843594047276E-03     1.289727778437426E+00
-1.60    -9.60    -1.252441732378875E+01     6.838858824958622E-03     1.277079325975446E+00
-1.60    -9.50    -1.242507197788295E+01     6.797575166508525E-03     1.264434498065371E+00
-1.60    -9.40    -1.232573952317955E+01     6.755989501561588E-03     1.251793894879353E+00
-1.60    -9.30    -1.222642028426299E+01     6.714094777053273E-03     1.239157259950964E+00
-1.60    -9.20    -1.212711473812394E+01     6.671883345108359E-03     1.226524389509613E+00
-1.60    -9.10    -1.202782330388733E+01     6.629357923410658E-03     1.213896118373719E+00
-1.60    -9.00    -1.192854648284760E+01     6.586514850838538E-03     1.201272538242429E+00
-1.60    -8.90    -1.182928468586671E+01     6.543346316137321E-03     1.188653471987029E+00
-1.60    -8.80    -1.173003840303531E+01     6.499851497231434E-03     1.176039207578679E+00
-1.60    -8.70    -1.163080811132684E+01     6.456027301911480E-03     1.163430203186202E+00
-1.60    -8.60    -1.153159427637791E+01     6.411869440037609E-03     1.150826477391853E+00
-1.60    -8.50    -1.143239766605593E+01     6.367370267786584E-03     1.138228028672207E+00
-1.60    -8.40    -1.133321872272250E+01     6.322525735042992E-03     1.125635218868096E+00
-1.60    -8.30    -1.123405806065103E+01     6.277339210294601E-03     1.113048741061333E+00
-1.60    -8.20    -1.113491634753744E+01     6.231801901339762E-03     1.100468350524606E+00
-1.60    -8.10    -1.103579421810570E+01     6.185906815623528E-03     1.087894233670191E+00
-1.60    -8.00    -1.093669248342466E+01     6.139655044454613E-03     1.075326994723007E+00
-1.60    -7.90    -1.083761177634790E+01     6.093041201994787E-03     1.062766813462480E+00
-1.60    -7.80    -1.073855286331296E+01     6.046056789816252E-03     1.050213793052415E+00
-1.60    -7.70    -1.063951661252606E+01     5.998699567641719E-03     1.037668276754296E+00
-1.60    -7.60    -1.054050382754755E+01     5.950966721542926E-03     1.025130725583389E+00
-1.60    -7.50    -1.044151553782901E+01     5.902852971623972E-03     1.012601438714936E+00
-1.60    -7.40    -1.034255257926772E+01     5.854354178206201E-03     1.000080660455962E+00
-1.60    -7.30    -1.024361593303729E+01     5.805464951036701E-03     9.875689312767510E-01
-1.60    -7.20    -1.014470664061685E+01     5.756180225810934E-03     9.750666884360348E-01
-1.60    -7.10    -1.004582587207539E+01     5.706494803422768E-03     9.625739489269879E-01
-1.60    -7.00    -9.946974870448962E+00     5.656403797703953E-03     9.500912715979983E-01
-1.60    -6.90    -9.848154799250869E+00     5.605902631539257E-03     9.376192283960674E-01
-1.60    -6.80    -9.749366847214269E+00     5.554986133537300E-03     9.251583181885950E-01
-1.60    -6.70    -9.650612502745327E+00     5.503649117993208E-03     9.127087874175446E-01
-1.60    -6.60    -9.551893226094595E+00     5.451886683548428E-03     9.002713669316178E-01
-1.60    -6.50    -9.453210576595756E+00     5.399693092828627E-03     8.878465772155075E-01
-1.60    -6.40    -9.354566152560912E+00     5.347062785584959E-03     8.754348279946891E-01
-1.60    -6.30    -9.255961662012737E+00     5.293991083082743E-03     8.630366557685678E-01
-1.60    -6.20    -9.157398919251705E+00     5.240471573931495E-03     8.506527057562179E-01
-1.60    -6.10    -9.058879902572537E+00     5.186500819186222E-03     8.382838161969158E-01
-1.60    -6.00    -8.960406688175830E+00     5.132069757517397E-03     8.259261125941408E-01
-1.60    -5.90    -8.861981466609965E+00     5.077174101837769E-03     8.136603102577545E-01
-1.60    -5.80    -8.763606506177291E+00     5.021808135152996E-03     8.012857366059659E-01
-1.60    -5.70    -8.665284345041830E+00     4.965966963733032E-03     7.889706248053860E-01
-1.60    -5.60    -8.567017531721199E+00     4.909643187312008E-03     7.766886538003908E-01
-1.60    -5.50    -8.468808893750190E+00     4.852830818961918E-03     7.644249001461967E-01
-1.60    -5.40    -8.370661358304552E+00     4.795526290675783E-03     7.521817196850213E-01
-1.60    -5.30    -8.272578117625121E+00     4.737720541617415E-03     7.399600922094954E-01
-1.60    -5.20    -8.174562492758490E+00     4.679409329718189E-03     7.277610763603155E-01
-1.60    -5.10    -8.076618039133280E+00     4.620585928122901E-03     7.155855078398844E-01
-1.60    -5.00    -7.978748657826834E+00     4.561245333851979E-03     7.034346989907880E-01
-1.60    -4.90    -7.880958360905888E+00     4.501381806492946E-03     6.913100573250206E-01
-1.60    -4.80    -7.783251288914133E+00     4.440990116762857E-03     6.792128210597170E-01
-1.60    -4.70    -7.685632042257613E+00     4.380062898755642E-03     6.671441466241150E-01
-1.60    -4.60    -7.588105408791999E+00     4.318597304053182E-03     6.551055958112666E-01
-1.60    -4.50    -7.490676580340420E+00     4.256588112820299E-03     6.430987237087211E-01
-1.60    -4.40    -7.393350857019295E+00     4.194032297622179E-03     6.311253211615910E-01
-1.60    -4.30    -7.296133842094065E+00     4.130924326885730E-03     6.191870937481507E-01
-1.60    -4.20    -7.199031457318233E+00     4.067263276188293E-03     6.072858561816219E-01
-1.60    -4.10    -7.102049871042708E+00     4.003047142905525E-03     5.954235700117707E-01
-1.60    -4.00    -7.005195557748298E+00     3.938277858176971E-03     5.836024703152645E-01
-1.60    -3.90    -6.908475078289888E+00     3.872955319006775E-03     5.718248714871950E-01
-1.60    -3.80    -6.811895130140456E+00     3.807082825406194E-03     5.601436459941542E-01
-1.60    -3.70    -6.715462558095441E+00     3.740666794079232E-03     5.475346946722781E-01
-1.60    -3.60    -6.619184350034280E+00     3.673716483850752E-03     5.366196849104696E-01
-1.60    -3.50    -6.523067395090361E+00     3.606242537804438E-03     5.252183261577003E-01
-1.60    -3.40    -6.427118306704180E+00     3.538260844370689E-03     5.136807588835681E-01
-1.60    -3.30    -6.331343398161641E+00     3.469790938971192E-03     5.022217152343262E-01
-1.60    -3.20    -6.235748630072331E+00     3.400856306801572E-03     4.908271617592784E-01
-1.60    -3.10    -6.140339277479738E+00     3.331485857819268E-03     4.795010246560940E-01
-1.60    -3.00    -6.045119920345851E+00     3.261716051690537E-03     4.682473810573571E-01
-1.60    -2.90    -5.950093880155022E+00     3.191586770889799E-03     4.570704718239726E-01
-1.60    -2.80    -5.855263398857358E+00     3.121144513085417E-03     4.459747326678582E-01
-1.60    -2.70    -5.760629250894089E+00     3.050443856872797E-03     4.349647971610370E-01
-1.60    -2.60    -5.666190421784785E+00     2.979544551399517E-03     4.240455055806556E-01
-1.60    -2.50    -5.571943879830609E+00     2.908513520355625E-03     4.132217342798928E-01
-1.60    -2.40    -5.477884284100670E+00     2.837424327671484E-03     4.024984817737860E-01
-1.60    -2.30    -5.384003717363967E+00     2.766355355341452E-03     3.918806228093019E-01
-1.60    -2.20    -5.290291321993147E+00     2.695392861998686E-03     3.813731878634357E-01
-1.60    -2.10    -5.196732955502085E+00     2.624624098731831E-03     3.709808564382610E-01
-1.60    -2.00    -5.103310858766411E+00     2.554144545559693E-03     3.607082743716820E-01
-1.60    -1.90    -5.010002799615102E+00     2.484050110427222E-03     3.505596765301197E-01
-1.60    -1.80    -4.916782040562437E+00     2.414439956915596E-03     3.405389744419881E-01
-1.60    -1.70    -4.823616299689048E+00     2.345416838874314E-03     3.306496369516111E-01
-1.60    -1.60    -4.730467364640864E+00     2.277081231882788E-03     3.208945061464512E-01
-1.60    -1.50    -4.637290731210249E+00     2.209537648178252E-03     3.112758965009114E-01
-1.60    -1.40    -4.544035013907527E+00     2.142888004433322E-03     3.017951700129864E-01
-1.60    -1.30    -4.450642829222090E+00     2.077235326932233E-03     2.924530607715174E-01
-1.60    -1.20    -4.357051594668919E+00     2.012678449002924E-03     2.832492415386331E-01
-1.60    -1.10    -4.263196366585841E+00     1.949313825350361E-03     2.741824276351938E-01
-1.60    -1.00    -4.169013821547965E+00     1.887232255921577E-03     2.652503496727704E-01
-1.60    -0.90    -4.074447978657590E+00     1.826515447705680E-03     2.564496699480365E-01
-1.60    -0.80    -3.979457997549953E+00     1.767234403585982E-03     2.477762535151299E-01
-1.60    -0.70    -3.884025118589434E+00     1.709442988711825E-03     2.392250958843103E-01
-1.60    -0.60    -3.788158701665482E+00     1.653176758617157E-03     2.307908897138897E-01
-1.60    -0.50    -3.691896408524641E+00     1.598447031797353E-03     2.224679909543658E-01
-1.60    -0.40    -3.595297469080350E+00     1.545242938961232E-03     2.142510788304084E-01
-1.60    -0.30    -3.498427401011751E+00     1.493533478301022E-03     2.061351549915371E-01
-1.60    -0.20    -3.401334669979390E+00     1.443276516404902E-03     1.981158609715757E-01
-1.60    -0.10    -3.304022932472694E+00     1.394435582783106E-03     1.901894028137631E-01
-1.60     0.00    -3.206421336343588E+00     1.347001410913653E-03     1.823524180912033E-01
-1.60     0.10    -3.108356584070249E+00     1.301023437760937E-03     1.746018395030730E-01
-1.60     0.20    -3.009528789879717E+00     1.256649010138579E-03     1.669348006077770E-01
-1.60     0.30    -2.909492133919449E+00     1.214166772870201E-03     1.593485875833315E-01
-1.60     0.40    -2.807643362007591E+00     1.174109125411403E-03     1.518409356178527E-01
-1.60     0.50    -2.703218387701334E+00     1.137203613620168E-03     1.444105183285037E-01
-1.60     0.60    -2.595302949040727E+00     1.104612738057875E-03     1.370578844499802E-01
-1.60     0.70    -2.482861726247232E+00     1.077703575627975E-03     1.297866081262320E-01
-1.60     0.80    -2.364792872492012E+00     1.059089958684016E-03     1.226048568868078E-01
-1.60     0.90    -2.240015127522118E+00     1.051944289503043E-03     1.155268918416302E-01
-1.60     1.00    -2.107588183109902E+00     1.059297302571343E-03     1.085742174852571E-01
-1.60     1.10    -1.966851350517141E+00     1.087189218057514E-03     1.017776301399041E-01
-1.60     1.20    -1.817539442722859E+00     1.141917346619163E-03     9.518179909923219E-02
-1.60     1.30    -1.659840405354780E+00     1.231628713392558E-03     8.883594524812813E-02
-1.60     1.40    -1.494512721878903E+00     1.365984844380269E-03     8.276141201070797E-02
-1.60     1.50    -1.322534654617570E+00     1.558218218782288E-03     7.707125699884151E-02
-1.60     1.60    -1.145461224950188E+00     1.820596841848411E-03     7.171823635654523E-02
-1.60     1.70    -9.646803558076180E-01     2.169743132174118E-03     6.672399356579360E-02
-1.60     1.80    -7.813974519644939E-01     2.625153572409911E-03     6.211041823066718E-02
-1.60     1.90    -5.966775774108461E-01     3.209589184987109E-03     5.787416237676195E-02
-1.60     2.00    -4.113541378914662E-01     3.949282028690169E-03     5.398436888978238E-02
-1.50   -12.60    -1.536810987312081E+01     9.490800097967121E-03     1.709015428108653E+00
-1.50   -12.50    -1.529878444972930E+01     9.470384902016526E-03     1.699877120707606E+00
-1.50   -12.40    -1.519909684205617E+01     9.436064811137693E-03     1.687145086320661E+00
-1.50   -12.30    -1.509941999231189E+01     9.400949203024898E-03     1.674391923966535E+00
-1.50   -12.20    -1.499973839342466E+01     9.366214881925166E-03     1.661674135140069E+00
-1.50   -12.10    -1.490006971158031E+01     9.330812950160743E-03     1.648929393935579E+00
-1.50   -12.00    -1.480040230420144E+01     9.295285819900655E-03     1.636198158536020E+00
-1.50   -11.90    -1.470074164363018E+01     9.259531881567369E-03     1.623463883631719E+00
-1.50   -11.80    -1.460108736504886E+01     9.223336467848297E-03     1.610726078941696E+00
-1.50   -11.70    -1.450143739207696E+01     9.187046396640268E-03     1.597993728208793E+00
-1.50   -11.60    -1.440179435786608E+01     9.150343561697661E-03     1.585257457878454E+00
-1.50   -11.50    -1.430215663316621E+01     9.113460529571810E-03     1.572524685874447E+00
-1.50   -11.40    -1.420252590063567E+01     9.076187954584355E-03     1.559788880771793E+00
-1.50   -11.30    -1.410290106409118E+01     9.038684055329484E-03     1.547054961286410E+00
-1.50   -11.20    -1.400328289625797E+01     9.000845102969921E-03     1.534320358560501E+00
-1.50   -11.10    -1.390367130625145E+01     8.962723753502586E-03     1.521586446982055E+00
-1.50   -11.00    -1.380406643510631E+01     8.924325779207987E-03     1.508853688263118E+00
-1.50   -10.90    -1.370446902434337E+01     8.885588514185590E-03     1.496120509479354E+00
-1.50   -10.80    -1.360487882350927E+01     8.846530253721702E-03     1.483387559900786E+00
-1.50   -10.70    -1.350529582364945E+01     8.807172762373659E-03     1.470655396239871E+00
-1.50   -10.60    -1.340572040845325E+01     8.767495735734394E-03     1.457923882494994E+00
-1.50   -10.50    -1.330615300619823E+01     8.727490213428109E-03     1.445192784267825E+00
-1.50   -10.40    -1.320659365207546E+01     8.687156907105531E-03     1.432462037746461E+00
-1.50   -10.30    -1.310704270105566E+01     8.646475813370500E-03     1.419731742684621E+00
-1.50   -10.20    -1.300750008168735E+01     8.605474762092100E-03     1.407002890189863E+00
-1.50   -10.10    -1.290796621144306E+01     8.564128242245173E-03     1.394274626346442E+00
-1.50   -10.00    -1.280844139958507E+01     8.522431726572560E-03     1.381547194773467E+00
-1.50    -9.90    -1.270892599818075E+01     8.480383458189824E-03     1.368820620260587E+00
-1.50    -9.80    -1.260942010429727E+01     8.437980036670761E-03     1.356094917216317E+00
-1.50    -9.70    -1.250992403003323E+01     8.395214862736009E-03     1.343370424071168E+00
-1.50    -9.60    -1.241043803480133E+01     8.352085716656434E-03     1.330647334573537E+00
-1.50    -9.50    -1.231096263456539E+01     8.308585470089903E-03     1.317925156713606E+00
-1.50    -9.40    -1.221149798475020E+01     8.264708310799163E-03     1.305204436103832E+00
-1.50    -9.30    -1.211204437059250E+01     8.220455373309296E-03     1.292485477971686E+00
-1.50    -9.20    -1.201260226472435E+01     8.175812969251763E-03     1.279767709214835E+00
-1.50    -9.10    -1.191317201879129E+01     8.130769604190145E-03     1.267051435257148E+00
-1.50    -9.00    -1.181375399351905E+01     8.085335053258536E-03     1.254337286940455E+00
-1.50    -8.90    -1.171434859762307E+01     8.039498366149842E-03     1.241624898621228E+00
-1.50    -8.80    -1.161495628367059E+01     7.993249901068219E-03     1.228914348865362E+00
-1.50    -8.70    -1.151557749790694E+01     7.946587604353723E-03     1.216205868099266E+00
-1.50    -8.60    -1.141621254968280E+01     7.899505112768886E-03     1.203499649006436E+00
-1.50    -8.50    -1.131686211922421E+01     7.851994165021395E-03     1.190795577496705E+00
-1.50    -8.40    -1.121752661035059E+01     7.804049639603449E-03     1.178094239821557E+00
-1.50    -8.30    -1.111820654910336E+01     7.755666942809204E-03     1.165395737039073E+00
-1.50    -8.20    -1.101890248812601E+01     7.706836616046113E-03     1.152699812345519E+00
-1.50    -8.10    -1.091961508213512E+01     7.657550894537023E-03     1.140006816777921E+00
-1.50    -8.00    -1.082034500527377E+01     7.607805499205840E-03     1.127316885119556E+00
-1.50    -7.90    -1.072109277255079E+01     7.557593142190811E-03     1.114630187269853E+00
-1.50    -7.80    -1.062185904955635E+01     7.506906381148828E-03     1.101947192654660E+00
-1.50    -7.70    -1.052264458427844E+01     7.455737965051836E-03     1.089267834504819E+00
-1.50    -7.60    -1.042345008574888E+01     7.404081282151572E-03     1.076592333012822E+00
-1.50    -7.50    -1.032427642459545E+01     7.351927829318528E-03     1.063921101635889E+00
-1.50    -7.40    -1.022512444168219E+01     7.299268403606033E-03     1.051254120860954E+00
-1.50    -7.30    -1.012599494173556E+01     7.246097498641495E-03     1.038591872668298E+00
-1.50    -7.20    -1.002688880149199E+01     7.192405137592962E-03     1.025934351700367E+00
-1.50    -7.10    -9.927806989842752E+00     7.138183324418752E-03     1.013281824769240E+00
-1.50    -7.00    -9.828750767494238E+00     7.083423491909871E-03     1.000635039641806E+00
-1.50    -6.90    -9.729721113980592E+00     7.028117442176703E-03     9.879939880188622E-01
-1.50    -6.80    -9.630719008439492E+00     6.972255587194462E-03     9.753587367602319E-01
-1.50    -6.70    -9.531745791006983E+00     6.915829658408599E-03     9.627299846961805E-01
-1.50    -6.60    -9.432802642677334E+00     6.858830211322437E-03     9.501079911918744E-01
-1.50    -6.50    -9.333891066748107E+00     6.801245072525919E-03     9.374931710092487E-01
-1.50    -6.40    -9.235012460012104E+00     6.743066592887615E-03     9.248857611035158E-01
-1.50    -6.30    -9.136168262241066E+00     6.684285737724987E-03     9.122860964245094E-01
-1.50    -6.20    -9.037360195637568E+00     6.624889490963334E-03     8.996950478964493E-01
-1.50    -6.10    -8.938589937478200E+00     6.564868209365705E-03     8.871129091685138E-01
-1.50    -6.00    -8.839859192127019E+00     6.504212224611313E-03     8.745396473288198E-01
-1.50    -5.90    -8.741170023150161E+00     6.442911422878920E-03     8.620478608298565E-01
-1.50    -5.80    -8.642524454141208E+00     6.380952462857404E-03     8.494255387400771E-01
-1.50    -5.70    -8.543924679732280E+00     6.318324340348288E-03     8.368825242439313E-01
-1.50    -5.60    -8.445372966274446E+00     6.255015123907639E-03     8.243527284182769E-01
-1.50    -5.50    -8.346871838468740E+00     6.191013690108623E-03     8.118351214386873E-01
-1.50    -5.40    -8.248423917069530E+00     6.126308694621356E-03     7.993304225619486E-01
-1.50    -5.30    -8.150031953875562E+00     6.060883810685600E-03     7.868395220754563E-01
-1.50    -5.20    -8.051698997148883E+00     5.994728960179090E-03     7.743632702126195E-01
-1.50    -5.10    -7.953428138978858E+00     5.927832072027317E-03     7.619024445172559E-01
-1.50    -5.00    -7.855222931680405E+00     5.860178437042542E-03     7.494578231956863E-01
-1.50    -4.90    -7.757086963031014E+00     5.791756555472901E-03     7.370304918077986E-01
-1.50    -4.80    -7.659023956495150E+00     5.722551495880697E-03     7.246214890425313E-01
-1.50    -4.70    -7.561038034948899E+00     5.652548733470816E-03     7.122318027578010E-01
-1.50    -4.60    -7.463133560732240E+00     5.581737758359235E-03     6.998626823837322E-01
-1.50    -4.50    -7.365315267201806E+00     5.510103034810135E-03     6.875153133574456E-01
-1.50    -4.40    -7.267588013807113E+00     5.437632555376112E-03     6.751911446762014E-01
-1.50    -4.30    -7.169956994071431E+00     5.364313089348562E-03     6.628913888994852E-01
-1.50    -4.20    -7.072427701827031E+00     5.290133758232222E-03     6.506176907182040E-01
-1.50    -4.10    -6.975005961153483E+00     5.215081036686071E-03     6.383717039177377E-01
-1.50    -4.00    -6.877697991561869E+00     5.139144804228249E-03     6.261553327922595E-01
-1.50    -3.90    -6.780510009824143E+00     5.062316339708463E-03     6.139703323295560E-01
-1.50    -3.80    -6.683448677083755E+00     4.984587873233994E-03     6.018762313149132E-01
-1.50    -3.70    -6.586520924159925E+00     4.905953378645574E-03     5.888720693435550E-01
-1.50    -3.60    -6.489733769297040E+00     4.826409967768472E-03     5.773815783166740E-01
-1.50    -3.50    -6.393094520435739E+00     4.745957804980001E-03     5.656196866815366E-01
-1.50    -3.40    -6.296610303987348E+00     4.664599102626957E-03     5.535939559941565E-01
-1.50    -3.30    -6.200288326550988E+00     4.582343036964420E-03     5.416464628639368E-01
-1.50    -3.20    -6.104135681995668E+00     4.499202619335748E-03     5.297485902528938E-01
-1.50    -3.10    -6.008159145683535E+00     4.415196833645767E-03     5.179038532109890E-01
-1.50    -3.00    -5.912364981831827E+00     4.330349157973576E-03     5.061158967681245E-01
-1.50    -2.90    -5.816758899083186E+00     4.244695511055135E-03     4.943887662990550E-01
-1.50    -2.80    -5.721345734470593E+00     4.158275384153844E-03     4.827266764014876E-01
-1.50    -2.70    -5.626129185666631E+00     4.071139484222085E-03     4.711342155107793E-01
-1.50    -2.60    -5.531111648464490E+00     3.983347367300628E-03     4.596161447037076E-01
-1.50    -2.50    -5.436293991241911E+00     3.894968536323012E-03     4.481774126263371E-01
-1.50    -2.40    -5.341675043363782E+00     3.806083869187957E-03     4.368233161917134E-01
-1.50    -2.30    -5.247251452022958E+00     3.716783210720706E-03     4.255591425699499E-01
-1.50    -2.20    -5.153017255288573E+00     3.627168685686572E-03     4.143904726836783E-01
-1.50    -2.10    -5.058963495783936E+00     3.537347926120728E-03     4.033226717239886E-01
-1.50    -2.00    -4.965077877352609E+00     3.447443477115386E-03     3.923614085232398E-01
-1.50    -1.90    -4.871343840505942E+00     3.357581479429350E-03     3.815120015853495E-01
-1.50    -1.80    -4.777740795181368E+00     3.267899967607319E-03     3.707797197256204E-01
-1.50    -1.70    -4.684242687368661E+00     3.178537924790203E-03     3.601693333741924E-01
-1.50    -1.60    -4.590818320982060E+00     3.089644066086193E-03     3.496853504963967E-01
-1.50    -1.50    -4.497429991660246E+00     3.001369311859238E-03     3.393317304152202E-01
-1.50    -1.40    -4.404033802111496E+00     2.913867255129160E-03     3.291117064809937E-01
-1.50    -1.30    -4.310579718668833E+00     2.827293735680862E-03     3.190278894321390E-01
-1.50    -1.20    -4.217012359113697E+00     2.741802381456751E-03     3.090818459670245E-01
-1.50    -1.10    -4.123273163800850E+00     2.657545614688495E-03     2.992743279209621E-01
-1.50    -1.00    -4.029303567345250E+00     2.574668593563357E-03     2.896049529116123E-01
-1.50    -0.90    -3.935049834735138E+00     2.493308203854555E-03     2.800723468353576E-01
-1.50    -0.80    -3.840469617274589E+00     2.413589209649858E-03     2.706742829599357E-01
-1.50    -0.70    -3.745538081529248E+00     2.335616705556313E-03     2.614075746614606E-01
-1.50    -0.60    -3.650253156985245E+00     2.259474940120125E-03     2.522686279313132E-01
-1.50    -0.50    -3.554636819978367E+00     2.185220697383692E-03     2.432534270679030E-01
-1.50    -0.40    -3.458729723837993E+00     2.112883256329627E-03     2.343580958143861E-01
-1.50    -0.30    -3.362579696910164E+00     2.042467794919505E-03     2.255788903795184E-01
-1.50    -0.20    -3.266223093175860E+00     1.973962409358270E-03     2.169125313087039E-01
-1.50    -0.10    -3.169663188219554E+00     1.907355796345948E-03     2.083561363221624E-01
-1.50     0.00    -3.072846900496888E+00     1.842656837139344E-03     1.999069887614336E-01
-1.50     0.10    -2.975643452173023E+00     1.779927340721161E-03     1.915624646892009E-01
-1.50     0.20    -2.877827055337747E+00     1.719319761236867E-03     1.833198665221731E-01
-1.50     0.30    -2.779061781870825E+00     1.661119107913115E-03     1.751762747580092E-01
-1.50     0.40    -2.678893899754654E+00     1.605795743146989E-03     1.671287468089954E-01
-1.50     0.50    -2.576746928941020E+00     1.554128200801410E-03     1.591745552092901E-01
-1.50     0.60    -2.471925869205782E+00     1.507183052656947E-03     1.513118522315760E-01
-1.50     0.70    -2.363628865209292E+00     1.466344786207663E-03     1.435405688099358E-01
-1.50     0.80    -2.250972606230065E+00     1.433648124700957E-03     1.358636566274110E-01
-1.50     0.90    -2.133034111929043E+00     1.412086788281699E-03     1.282886379384058E-01
-1.50     1.00    -2.008914897647688E+00     1.405967664551748E-03     1.208289889013352E-01
-1.50     1.10    -1.877828219142722E+00     1.418498367968169E-03     1.135054996282888E-01
-1.50     1.20    -1.739203349650880E+00     1.457449550883878E-03     1.063476227551159E-01
-1.50     1.30    -1.592775690442892E+00     1.530323864529845E-03     9.939771093611094E-02
-1.50     1.40    -1.438630579268315E+00     1.647128331004733E-03     9.270881497958647E-02
-1.50     1.50    -1.277281668910648E+00     1.819512416727867E-03     8.631005490567856E-02
-1.50     1.60    -1.109707488896525E+00     2.062670991482021E-03     8.026370491950897E-02
-1.50     1.70    -9.368225417444078E-01     2.393439134612967E-03     7.462749185598075E-02
-1.50     1.80    -7.599864600151462E-01     2.830215653985265E-03     6.936189542227462E-02
-1.50     1.90    -5.804039331543386E-01     3.396630901385865E-03     6.449314817053728E-02
-1.50     2.00    -3.990939390797870E-01     4.119731314105636E-03     6.001789691911232E-02
-1.40   -12.60    -1.525703022791468E+01     1.120146642031774E-02     1.756815291808606E+00
-1.40   -12.50    -1.519020975661081E+01     1.118294696376750E-02     1.747982873642049E+00
-1.40   -12.40    -1.509045588712396E+01     1.114811848080166E-02     1.735232554967568E+00
-1.40   -12.30    -1.499070395034627E+01     1.111309175715411E-02     1.722488802639787E+00
-1.40   -12.20    -1.489094438644289E+01     1.107897761404951E-02     1.709786877268894E+00
-1.40   -12.10    -1.479120144607728E+01     1.104345079596970E-02     1.697039690857106E+00
-1.40   -12.00    -1.469145753427556E+01     1.100793464256178E-02     1.684309173932163E+00
-1.40   -11.90    -1.459171675315784E+01     1.097244051005880E-02     1.671584102346438E+00
-1.40   -11.80    -1.449198463081227E+01     1.093610611453929E-02     1.658841986252427E+00
-1.40   -11.70    -1.439225271175198E+01     1.089994885121190E-02     1.646115446479795E+00
-1.40   -11.60    -1.429252847119541E+01     1.086318160258207E-02     1.633377270726557E+00
-1.40   -11.50    -1.419280758933465E+01     1.082620830761745E-02     1.620643441770780E+00
-1.40   -11.40    -1.409309255833292E+01     1.078886692089083E-02     1.607906244465009E+00
-1.40   -11.30    -1.399338213650120E+01     1.075121910079736E-02     1.595169667453153E+00
-1.40   -11.20    -1.389367703261649E+01     1.071324769993754E-02     1.582432013094196E+00
