 Output of condall21.f + conduct21.f v.23.04.21; damping strength = 1
   0.75   8.133  8.098  8.101  8.141  8.232  8.408  8.655  8.962  9.391  9.954 10.608 11.313 12.046 12.797 13.558 14.325 15.092 15.852 16.601
   1.00   8.454  8.403  8.393  8.421  8.496  8.649  8.886  9.166  9.536 10.048 10.670 11.358 12.081 12.826 13.583 14.346 15.111 15.869 16.616
   1.25   8.794  8.716  8.693  8.709  8.769  8.899  9.122  9.391  9.709 10.161 10.743 11.409 12.120 12.857 13.609 14.369 15.131 15.887 16.633
   1.50   9.159  9.040  9.002  9.005  9.051  9.159  9.362  9.627  9.912 10.298 10.830 11.467 12.162 12.890 13.637 14.393 15.152 15.906 16.649
   1.75   9.547  9.377  9.320  9.309  9.341  9.429  9.608  9.868 10.140 10.465 10.936 11.535 12.210 12.927 13.667 14.418 15.174 15.925 16.667
   2.00   9.954  9.735  9.645  9.620  9.638  9.708  9.862 10.110 10.384 10.665 11.066 11.616 12.265 12.968 13.699 14.445 15.197 15.946 16.685
   2.25  10.376 10.117  9.981  9.940  9.943  9.996 10.125 10.354 10.634 10.896 11.227 11.715 12.329 13.013 13.734 14.474 15.221 15.967 16.704
   2.50  10.808 10.520 10.333 10.267 10.255 10.292 10.397 10.603 10.882 11.148 11.423 11.839 12.405 13.064 13.772 14.505 15.247 15.990 16.724
   2.75  11.247 10.940 10.706 10.602 10.574 10.595 10.678 10.859 11.129 11.408 11.655 11.993 12.498 13.124 13.815 14.538 15.275 16.013 16.744
   3.00  11.690 11.372 11.101 10.949 10.901 10.905 10.968 11.122 11.376 11.665 11.913 12.185 12.615 13.196 13.864 14.574 15.304 16.038 16.766
   3.25  12.136 11.812 11.516 11.312 11.236 11.222 11.266 11.393 11.627 11.918 12.182 12.415 12.762 13.284 13.920 14.615 15.336 16.064 16.788
